comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
49510,106074,Helper App Management,helper app management,1567180,Update etp header section on protection report,update etp header section on protection report,0,M
23930,106074,Helper App Management,helper app management,1384714,Use subscript loader to load browser.xul scripts,use subscript loader to load browser xul scripts,0,M
40346,106074,Helper App Management,helper app management,500052,Sync DOM storage,sync dom storage,0,M
18182,106074,Helper App Management,helper app management,1450809,"Make ""Photon Onboarding"" something other than a bootstrapped extension",make  photon onboarding  something other than a bootstrapped extension,0,M
35903,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1419505,Allow cloning Sync sessions when cloning profiles.,allow cloning sync sessions when cloning profiles ,0,M
31095,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1527049,Remove ScrollerSampler.jsm (dead code),remove scrollersampler jsm  dead code ,0,M
629,106074,Helper App Management,helper app management,1372946,Spike: research feasibility of Places menu using only panelviews,spike  research feasibility of places menu using only panelviews,0,M
35326,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1535749,Load new tab pocket article images closer to when they might be shown,load new tab pocket article images closer to when they might be shown,0,M
20925,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1433258,Measure new window performance,measure new window performance,0,M
55864,106074,Helper App Management,helper app management,1355377,Add a test to check history views update favicons when notified,add a test to check history views update favicons when notified,0,M
37565,106074,Helper App Management,helper app management,1435871,Implement a basic tab-modal dialog container for Payment Request,implement a basic tab modal dialog container for payment request,0,M
2328,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1500476,Re-implement FX_URLBAR_SELECTED_RESULT_METHOD on the new Quantumbar,re implement fx urlbar selected result method on the new quantumbar,0,M
32802,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1393421,Clean up pocket-animation.svg,clean up pocket animation svg,0,M
7856,106074,Helper App Management,helper app management,1476555,No notification to the user if autoplay is configured to permanently block,no notification to the user if autoplay is configured to permanently block,0,M
45673,106074,Helper App Management,helper app management,1354084,Add 'Firefox Account' button to static hamburger menu,add  firefox account  button to static hamburger menu,0,M
2261,106074,Helper App Management,helper app management,1563199,Reformat the certificate for front-end use,reformat the certificate for front end use,0,M
32219,115041,support %u in mailcap helpers,support  u in mailcap helpers,1575704,Update send tab menu to reflect the decoupling of FxA and Sync,update send tab menu to reflect the decoupling of fxa and sync,0,M
55740,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1386454,Firefox onboarding notification icon for add-ons (with puzzle-piece & gray shapes) looks corrupted & hard to identify,firefox onboarding notification icon for add ons  with puzzle piece   gray shapes  looks corrupted   hard to identify,0,M
17500,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1520262,New tab layout render feed and v1 of non spoc personalization,new tab layout render feed and v1 of non spoc personalization,0,M
37141,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1484037,ASR Top Sites targeting should be independent from TopSitesFeed,asr top sites targeting should be independent from topsitesfeed,0,M
9098,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1441766,Cookies and site data search keywords aren't optimal,cookies and site data search keywords aren t optimal,0,M
43181,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1524542,"Use the ""content"" payload when setting the value from an extension result",use the  content  payload when setting the value from an extension result,0,M
49716,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1387557,Download progressbar should use fatter bar when downloading,download progressbar should use fatter bar when downloading,0,M
10595,106074,Helper App Management,helper app management,1518921,Discovery Stream Spocs,discovery stream spocs,0,M
47254,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1354144,Allow basic keyboard navigation in panelmultiview subviews,allow basic keyboard navigation in panelmultiview subviews,0,M
7560,106074,Helper App Management,helper app management,1538424,Add page title to about:library,add page title to about library,0,M
46296,106074,Helper App Management,helper app management,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts, context menu  redesigned new tab page should display context menu button for all discovery stream layouts,0,M
33858,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,618791,Add a close button to the tab overflow menu,add a close button to the tab overflow menu,0,M
19510,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1538804,Update targeting for CFR Pinned tabs to include more locales and TLDs,update targeting for cfr pinned tabs to include more locales and tlds,0,M
19100,106074,Helper App Management,helper app management,1540135,Add a startup mochitest tracking mainthread I/O,add a startup mochitest tracking mainthread i o,0,M
56324,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1365133,Updated Preferences re-org according to proposal from May 11th,updated preferences re org according to proposal from may 11th,0,M
36727,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1483065,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,add ut events for search edit add and search edit delete,0,M
39857,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1360054,"[UX] Need spec for the page-action menu's ""Share"" submenu/subview/subpanel", ux  need spec for the page action menu s  share  submenu subview subpanel,0,M
2084,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1549561,Expose attributes from nsITransportSecurityInfo for failed channels to content for about certerror use,expose attributes from nsitransportsecurityinfo for failed channels to content for about certerror use,0,M
40973,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1377498,Typing in the search box in the new tab and home pages should focus the location bar,typing in the search box in the new tab and home pages should focus the location bar,0,M
38235,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1559426,Implement Autoscan on monitor card,implement autoscan on monitor card,0,M
28356,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1447952,Use relative time format in the site data manager,use relative time format in the site data manager,0,M
29287,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1482633,Unexpected default pinned top search for various locale and region combinations,unexpected default pinned top search for various locale and region combinations,0,M
7957,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1354140,[UX] Provide design spec for customize mode, ux  provide design spec for customize mode,0,M
6693,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1492086,Add ASR Snippets Newsletter Template,add asr snippets newsletter template,0,M
9665,115041,support %u in mailcap helpers,support  u in mailcap helpers,57342,"Add ""View as Text/HTML/..."" option for unknown mime content-type",add  view as text html      option for unknown mime content type,0,M
13891,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,667357,Add an item in preferences window to allow user to decide to prevent autoplay for video/audio content,add an item in preferences window to allow user to decide to prevent autoplay for video audio content,0,M
36520,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1432657,Add pocket card type to highlight types,add pocket card type to highlight types,0,M
47320,106074,Helper App Management,helper app management,1560513,Handle errors properly in about:certificate,handle errors properly in about certificate,0,M
54505,106074,Helper App Management,helper app management,1363780,[meta] Photon - shutdown should not feel slow, meta  photon   shutdown should not feel slow,0,M
4340,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1574082,Add a bit more labeling and description linkage for screen reader users,add a bit more labeling and description linkage for screen reader users,0,M
34134,115041,support %u in mailcap helpers,support  u in mailcap helpers,1514022,Create a card section component for Activity Stream experiment functionality,create a card section component for activity stream experiment functionality,0,M
21273,106074,Helper App Management,helper app management,1458061,Implement ability to reload a selection of tabs,implement ability to reload a selection of tabs,0,M
30020,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1417272,"The ""Send Tab to Device"" page action can be disabled in the page action menu but enabled in the urlbar",the  send tab to device  page action can be disabled in the page action menu but enabled in the urlbar,0,M
43750,106074,Helper App Management,helper app management,1573204,Discovery Stream pocket stories add one more line to text content,discovery stream pocket stories add one more line to text content,0,M
35516,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,348755,No Context Menu For SVG,no context menu for svg,0,M
32882,106074,Helper App Management,helper app management,1502240,Ensure that Content Blocking allow list is applied to all cookie policies,ensure that content blocking allow list is applied to all cookie policies,0,M
42280,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1433217,Create Onboarding message provider,create onboarding message provider,0,M
44582,106074,Helper App Management,helper app management,1428472,"Default to the selected shipping address (if applicable) on the ""add basic card"" screen",default to the selected shipping address  if applicable  on the  add basic card  screen,0,M
31512,106074,Helper App Management,helper app management,1348816,Session store updates (inefficiently) - 1 observer per tab - when users select a different page style,session store updates  inefficiently    1 observer per tab   when users select a different page style,0,M
15739,106074,Helper App Management,helper app management,1410898,"Add automated test for ""Import Data from Chrome""",add automated test for  import data from chrome ,0,M
38607,106074,Helper App Management,helper app management,1484035,Document/get review on targeting required for CFR,document get review on targeting required for cfr,0,M
19473,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1380011,Make startupRecorder.js' 'before handling user event' phase more reliable,make startuprecorder js   before handling user event  phase more reliable,0,M
15298,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1540637,Don't save persistent certificate exceptions in private browsing windows,don t save persistent certificate exceptions in private browsing windows,0,M
26163,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1361294,"show ""import from other browser"" link on Activity Stream",show  import from other browser  link on activity stream,0,M
35371,106074,Helper App Management,helper app management,1431368,Change from keypress to keydown per standards change,change from keypress to keydown per standards change,0,M
47480,106074,Helper App Management,helper app management,1512652,Implement URL canonizing via Ctrl key,implement url canonizing via ctrl key,0,M
19511,106074,Helper App Management,helper app management,543392,MSI Installer should be able to install multiple instances side by side,msi installer should be able to install multiple instances side by side,0,M
30823,106074,Helper App Management,helper app management,1392153,Add margin between fxa name & email and manage account shouldn't open new window,add margin between fxa name   email and manage account shouldn t open new window,0,M
41639,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1485009,"Migrate top sites, search strings from newtab.properties to newtab.ftl",migrate top sites  search strings from newtab properties to newtab ftl,0,M
26855,106074,Helper App Management,helper app management,1354268,Ability to localize the list of top sites pre-populated in the Awesome Bar,ability to localize the list of top sites pre populated in the awesome bar,0,M
30977,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,648683,Expose tabs on-demand preference,expose tabs on demand preference,0,M
12186,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,462674,"autocomplete for all existing about: URIs after typing ""about:""",autocomplete for all existing about  uris after typing  about  ,0,M
33872,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1537736,Use HomePage.get()/set() more consistently,use homepage get   set   more consistently,0,M
30377,115041,support %u in mailcap helpers,support  u in mailcap helpers,1357668,[UX] The UX specs for the onBoarding tour notifications, ux  the ux specs for the onboarding tour notifications,0,M
272,106074,Helper App Management,helper app management,1504062,dom/html/test/test_fullscreen_api.html frequently times out on linux opt/pgo after bug 1362774,dom html test test fullscreen api html frequently times out on linux opt pgo after bug 1362774,0,M
43499,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1549906,Use brandings.ftl to allow OnboardingMessageProvider.jsm to use new strings,use brandings ftl to allow onboardingmessageprovider jsm to use new strings,0,M
48760,106074,Helper App Management,helper app management,1522993,Card grid and list bottom align source text,card grid and list bottom align source text,0,M
27514,106074,Helper App Management,helper app management,1516008,Add pocket layout code behind its own separate pref,add pocket layout code behind its own separate pref,0,M
16499,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1017919,Reset Firefox: Preserve extensions but disable all of them,reset firefox  preserve extensions but disable all of them,0,M
55303,106074,Helper App Management,helper app management,1425494,Use mapping from user events to browsers to set load info,use mapping from user events to browsers to set load info,0,M
50688,115041,support %u in mailcap helpers,support  u in mailcap helpers,1414930,Remove the contentViewerEdit property from tabbrowser and browser bindings,remove the contentvieweredit property from tabbrowser and browser bindings,0,M
2340,115041,support %u in mailcap helpers,support  u in mailcap helpers,1432306,Implement restore all for blocked sites,implement restore all for blocked sites,0,M
25180,106074,Helper App Management,helper app management,1410828,"Add automated test for ""Hover and `Dismiss` Top Sites tile""",add automated test for  hover and  dismiss  top sites tile ,0,M
3127,106074,Helper App Management,helper app management,1530809,LaunchUnelevated should use ProcessRuntime to start COM instaed of STARegion,launchunelevated should use processruntime to start com instaed of staregion,0,M
24828,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1496476,"""uncaught exception: Unrecognized urlbar event: TabSelect"" when opening a tab", uncaught exception  unrecognized urlbar event  tabselect  when opening a tab,0,M
31358,106074,Helper App Management,helper app management,1355324,Create sidebar header switcher,create sidebar header switcher,0,M
52845,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1514337,Activity Stream layout pref and layout data for rapid experimentation,activity stream layout pref and layout data for rapid experimentation,0,M
33520,106074,Helper App Management,helper app management,1478462,Make it easier to change the conditions checked for the cookie restrictions feature,make it easier to change the conditions checked for the cookie restrictions feature,0,M
44979,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1358503,memoize some of the anonid elements in the oneoffs binding,memoize some of the anonid elements in the oneoffs binding,0,M
6502,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1456158,Add schema / propTypes for AS Router Simple Snippet template,add schema   proptypes for as router simple snippet template,0,M
25110,106074,Helper App Management,helper app management,1479021,Add support for URL-based parameters in provider endpoint,add support for url based parameters in provider endpoint,0,M
644,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1481704,FX_TAB_SWITCH_TOTAL_E10S_MS doesn't include time to composite the new tab.,fx tab switch total e10s ms doesn t include time to composite the new tab ,0,M
56154,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1354079,Add permanent/'sticky' area to overflow panel (behind a pref),add permanent  sticky  area to overflow panel  behind a pref ,0,M
13699,106074,Helper App Management,helper app management,995794,Acquire stub installer usage metrics (reinstall),acquire stub installer usage metrics  reinstall ,0,M
25663,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1499743,"Remove the typed restriction character, change the url and search ones",remove the typed restriction character  change the url and search ones,0,M
32319,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,198028,"""Go"" toolbar button should respect key modifiers (Shift/Ctrl/Alt)", go  toolbar button should respect key modifiers  shift ctrl alt ,0,M
18330,106074,Helper App Management,helper app management,995794,Acquire stub installer usage metrics (reinstall),acquire stub installer usage metrics  reinstall ,0,M
54644,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1508388,Search hand-off in Activity Stream,search hand off in activity stream,0,M
16765,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1555390,Turn off prerendering in AboutNewTabService.jsm,turn off prerendering in aboutnewtabservice jsm,0,M
24415,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1446203,Basic Payment Request Shipping Address Add/Edit page,basic payment request shipping address add edit page,0,M
1509,106074,Helper App Management,helper app management,1374230,Wrong tooltip position after resizing browser window,wrong tooltip position after resizing browser window,0,M
16443,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,267888,Windows Group Policies support (make Firefox configurable with domain group policy objects),windows group policies support  make firefox configurable with domain group policy objects ,0,M
2241,106074,Helper App Management,helper app management,1522683,[Navigation] Navigation tweaks, navigation  navigation tweaks,0,M
47397,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1465337,Tracking protection toggle and sync button should have their separators aligned,tracking protection toggle and sync button should have their separators aligned,0,M
47277,106074,Helper App Management,helper app management,1524218,Move some more tests to run with QuantumBar,move some more tests to run with quantumbar,0,M
43005,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1355456,Investigate preparing the next tab on mousedown on the tab close button,investigate preparing the next tab on mousedown on the tab close button,0,M
47175,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1374477,"Photon API for adding, removing, and moving page actions",photon api for adding  removing  and moving page actions,0,M
4171,115041,support %u in mailcap helpers,support  u in mailcap helpers,1518866,Land strings for new UI for Private Browsing with Search,land strings for new ui for private browsing with search,0,M
42743,106074,Helper App Management,helper app management,1399599,Disable speculative connections from the Address Bar in 56,disable speculative connections from the address bar in 56,0,M
56304,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1404890,Move new tab settings for sections to about:preferences,move new tab settings for sections to about preferences,0,M
36529,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1538804,Update targeting for CFR Pinned tabs to include more locales and TLDs,update targeting for cfr pinned tabs to include more locales and tlds,0,M
14879,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1395066,Breaking tab data collection into chunks,breaking tab data collection into chunks,0,M
11661,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1449062,Avoid requesting thumbnails if a rich icon might be found,avoid requesting thumbnails if a rich icon might be found,0,M
10525,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1542863,Make sure there’s a good fallback experience when the load times out (& have it timeout),make sure there’s a good fallback experience when the load times out    have it timeout ,0,M
22166,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1410434,"Add automated test for ""New Tab Preferences - Top Sites - Enable Show tow rows""",add automated test for  new tab preferences   top sites   enable show tow rows ,0,M
18540,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,534142,Sync Jetpacks,sync jetpacks,0,M
13319,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1409054,Properly get rid of old about:home,properly get rid of old about home,0,M
45724,106074,Helper App Management,helper app management,1528115,Remove support for the hidden private window,remove support for the hidden private window,0,M
11488,106074,Helper App Management,helper app management,1428472,"Default to the selected shipping address (if applicable) on the ""add basic card"" screen",default to the selected shipping address  if applicable  on the  add basic card  screen,0,M
23684,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1563365,Test new wording in first run experience around Monitor,test new wording in first run experience around monitor,0,M
11524,106074,Helper App Management,helper app management,1503693,CFR button should persist in the URL bar until excused,cfr button should persist in the url bar until excused,0,M
24554,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1520362,Improve vendoring of Node dependencies used by Normandy client,improve vendoring of node dependencies used by normandy client,0,M
8318.0,492172.0,[meta] Store higher resolution favicons in places, meta  store higher resolution favicons in places,1352459.0,Collect rich icons in ContentLinkHandler,collect rich icons in contentlinkhandler,1.0,M
